ds,y
2024-02-12,185.63568115234375
2024-02-13,183.54273986816406
2024-02-14,182.65994262695312
2024-02-15,182.37229919433594
2024-02-16,180.83485412597656
2024-02-20,180.09088134765625
2024-02-21,180.8447723388672
2024-02-22,182.87818908691406
2024-02-23,181.0431365966797
2024-02-26,179.6941375732422
2024-02-27,181.15223693847656
2024-02-28,179.95205688476562
2024-02-29,179.28749084472656
2024-03-01,178.206298828125
2024-03-04,173.6831817626953
2024-03-05,168.74346923828125
2024-03-06,167.75155639648438
2024-03-07,167.63253784179688
2024-03-08,169.34852600097656
2024-03-11,171.35218811035156
2024-03-12,171.82830810546875
2024-03-13,169.74533081054688
2024-03-14,171.6001434326172
2024-03-15,171.22325134277344
2024-03-18,172.31436157226562
2024-03-19,174.6552276611328
2024-03-20,177.22430419921875
2024-03-21,169.9833526611328
2024-03-22,170.88601684570312
2024-03-25,169.4675750732422
2024-03-26,168.3367919921875
2024-03-27,171.90768432617188
2024-03-28,170.0924530029297
2024-04-01,168.65420532226562
2024-04-02,167.4738311767578
2024-04-03,168.2772674560547
2024-04-04,167.45401000976562
2024-04-05,168.20785522460938
2024-04-08,167.0869903564453
2024-04-09,168.29710388183594
2024-04-10,166.4224090576172
2024-04-11,173.62367248535156
2024-04-12,175.12144470214844
2024-04-15,171.29269409179688
2024-04-16,168.00946044921875
2024-04-17,166.640625
2024-04-18,165.6884002685547
2024-04-19,163.66488647460938
2024-04-22,164.4980926513672
2024-04-23,165.54953002929688
2024-04-24,167.6523895263672
2024-04-25,168.5153350830078
2024-04-26,167.9300994873047
2024-04-29,172.09613037109375
2024-04-30,168.95176696777344
2024-05-01,167.9300994873047
2024-05-02,171.6299285888672
2024-05-03,181.89617919921875
2024-05-06,180.2397003173828
2024-05-07,180.92410278320312
2024-05-08,181.2613525390625
2024-05-09,183.07656860351562
2024-05-10,181.8151397705078
2024-05-13,185.0233154296875
2024-05-14,186.16555786132812
2024-05-15,188.44012451171875
2024-05-16,188.559326171875
2024-05-17,188.589111328125
2024-05-20,189.751220703125
2024-05-21,191.05238342285156
2024-05-22,189.61215209960938
2024-05-23,185.6193084716797
2024-05-24,188.69837951660156
2024-05-28,188.7082977294922
2024-05-29,189.00628662109375
2024-05-30,189.99954223632812
2024-05-31,190.95306396484375
2024-06-03,192.72103881835938
2024-06-04,193.03887939453125
2024-06-05,194.5486297607422
2024-06-06,193.16802978515625
2024-06-07,195.56175231933594
2024-06-10,191.81716918945312
2024-06-11,205.75253295898438
2024-06-12,211.63262939453125
2024-06-13,212.79473876953125
2024-06-14,211.0565185546875
2024-06-17,215.2083282470703
2024-06-18,212.8443603515625
2024-06-20,208.26547241210938
2024-06-21,206.09027099609375
2024-06-24,206.73587036132812
2024-06-25,207.65957641601562
2024-06-26,211.8114013671875
2024-06-27,212.6556854248047
2024-06-28,209.19912719726562
2024-07-01,215.2877960205078
2024-07-02,218.78404235839844
2024-07-03,220.05540466308594
2024-07-05,224.81307983398438
2024-07-08,226.28311157226562
2024-07-09,227.13729858398438
2024-07-10,231.40830993652344
2024-07-11,226.03480529785156
2024-07-12,228.98475646972656
2024-07-15,232.81871032714844
2024-07-16,233.23587036132812
2024-07-17,227.33595275878906
2024-07-18,222.66766357421875
2024-07-19,222.79676818847656
2024-07-22,222.44915771484375
2024-07-23,223.49203491210938
2024-07-24,217.06570434570312
2024-07-25,216.02279663085938
2024-07-26,216.48960876464844
2024-07-29,216.7677459716797
2024-07-30,217.32394409179688
2024-07-31,220.58181762695312
2024-08-01,216.8869171142578
2024-08-02,218.37680053710938
2024-08-05,207.85824584960938
2024-08-06,205.83200073242188
2024-08-07,208.404541015625
2024-08-08,211.8709716796875
2024-08-09,214.78123474121094
2024-08-12,216.3126220703125
2024-08-13,220.03167724609375
2024-08-14,220.47915649414062
2024-08-15,223.4623565673828
2024-08-16,224.78492736816406
2024-08-19,224.62582397460938
2024-08-20,225.24234008789062
2024-08-21,225.13296508789062
2024-08-22,223.27342224121094
2024-08-23,225.5704803466797
2024-08-26,225.90859985351562
2024-08-27,226.7538299560547
2024-08-28,225.2224578857422
2024-08-29,228.5039825439453
2024-08-30,227.7184295654297
2024-09-03,221.52328491210938
2024-09-04,219.61404418945312
2024-09-05,221.13546752929688
2024-09-06,219.58419799804688
2024-09-09,219.67369079589844
2024-09-10,218.878173828125
2024-09-11,221.41390991210938
2024-09-12,221.52328491210938
2024-09-13,221.2548065185547
2024-09-16,215.10939025878906
2024-09-17,215.5767364501953
2024-09-18,219.45492553710938
2024-09-19,227.58912658691406
2024-09-20,226.9228973388672
2024-09-23,225.2025909423828
2024-09-24,226.0975341796875
2024-09-25,225.10311889648438
2024-09-26,226.24668884277344
2024-09-27,226.5151824951172
2024-09-30,231.69602966308594
2024-10-01,224.94403076171875
2024-10-02,225.51083374023438
2024-10-03,224.4070281982422
2024-10-04,225.53073120117188
2024-10-07,220.4493408203125
2024-10-08,224.50650024414062
2024-10-09,228.25540161132812
2024-10-10,227.75819396972656
2024-10-11,226.2765350341797
2024-10-14,230.00555419921875
2024-10-15,232.54127502441406
2024-10-16,230.48284912109375
2024-10-17,230.8507843017578
2024-10-18,233.68482971191406
2024-10-21,235.15655517578125
2024-10-22,234.5400390625
2024-10-23,229.46856689453125
2024-10-24,229.27963256835938
2024-10-25,230.11492919921875
2024-10-28,232.0937957763672
2024-10-29,232.36228942871094
2024-10-30,228.812255859375
2024-10-31,224.6457061767578
2024-11-01,221.66249084472656
2024-11-04,220.7675323486328
2024-11-05,222.19947814941406
2024-11-06,221.4735565185547
2024-11-07,226.2069091796875
2024-11-08,225.93814086914062
2024-11-11,223.22042846679688
2024-11-12,223.22042846679688
2024-11-13,224.1063995361328
2024-11-14,227.1924591064453
2024-11-15,223.98695373535156
2024-11-18,226.99334716796875
2024-11-19,227.252197265625
2024-11-20,227.9689483642578
2024-11-21,227.49110412597656
2024-11-22,228.83502197265625
2024-11-25,231.82151794433594
2024-11-26,234.0016632080078
2024-11-27,233.8722381591797
2024-11-29,236.2614288330078
2024-12-02,238.51126098632812
2024-12-03,241.5574951171875
2024-12-04,241.91587829589844
2024-12-05,241.9457244873047
2024-12-06,241.7466278076172
2024-12-09,245.63902282714844
2024-12-10,246.65444946289062
2024-12-11,245.38021850585938
2024-12-12,246.84359741210938
2024-12-13,247.0128173828125
2024-12-16,249.9097137451172
2024-12-17,252.33872985839844
2024-12-18,246.9331817626953
2024-12-19,248.66534423828125
2024-12-20,253.34420776367188
2024-12-23,254.12069702148438
2024-12-24,257.0375061035156
2024-12-26,257.853759765625
2024-12-27,254.43922424316406
2024-12-30,251.06448364257812
2022-01-03,
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-18,
2022-01-19,
2022-01-20,
2022-01-21,
2022-01-24,
2022-01-25,
2022-01-26,
2022-01-27,
2022-01-28,
2022-01-31,
2022-02-01,
2022-02-02,
2022-02-03,
2022-02-04,
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-14,
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,
2022-02-22,
2022-02-23,
2022-02-24,
2022-02-25,
2022-02-28,
2022-03-01,
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-05-02,
2022-05-03,
2022-05-04,
2022-05-05,
2022-05-06,
2022-05-09,
2022-05-10,
2022-05-11,
2022-05-12,
2022-05-13,
2022-05-16,
2022-05-17,
2022-05-18,
2022-05-19,
2022-05-20,
2022-05-23,
2022-05-24,
2022-05-25,
2022-05-26,
2022-05-27,
2022-05-31,
2022-06-01,
2022-06-02,
2022-06-03,
2022-06-06,
2022-06-07,
2022-06-08,
2022-06-09,
2022-06-10,
2022-06-13,
2022-06-14,
2022-06-15,
2022-06-16,
2022-06-17,
2022-06-21,
2022-06-22,
2022-06-23,
2022-06-24,
2022-06-27,
2022-06-28,
2022-06-29,
2022-06-30,
2022-07-01,
2022-07-05,
2022-07-06,
2022-07-07,
2022-07-08,
2022-07-11,
2022-07-12,
2022-07-13,
2022-07-14,
2022-07-15,
2022-07-18,
2022-07-19,
2022-07-20,
2022-07-21,
2022-07-22,
2022-07-25,
2022-07-26,
2022-07-27,
2022-07-28,
2022-07-29,
2022-08-01,
2022-08-02,
2022-08-03,
2022-08-04,
2022-08-05,
2022-08-08,
2022-08-09,
2022-08-10,
2022-08-11,
2022-08-12,
2022-08-15,
2022-08-16,
2022-08-17,
2022-08-18,
2022-08-19,
2022-08-22,
2022-08-23,
2022-08-24,
2022-08-25,
2022-08-26,
2022-08-29,
2022-08-30,
2022-08-31,
2022-09-01,
2022-09-02,
2022-09-06,
2022-09-07,
2022-09-08,
2022-09-09,
2022-09-12,
2022-09-13,
2022-09-14,
2022-09-15,
2022-09-16,
2022-09-19,
2022-09-20,
2022-09-21,
2022-09-22,
2022-09-23,
2022-09-26,
2022-09-27,
2022-09-28,
2022-09-29,
2022-09-30,
2022-10-03,
2022-10-04,
2022-10-05,
2022-10-06,
2022-10-07,
2022-10-10,
2022-10-11,
2022-10-12,
2022-10-13,
2022-10-14,
2022-10-17,
2022-10-18,
2022-10-19,
2022-10-20,
2022-10-21,
2022-10-24,
2022-10-25,
2022-10-26,
2022-10-27,
2022-10-28,
2022-10-31,
2022-11-01,
2022-11-02,
2022-11-03,
2022-11-04,
2022-11-07,
2022-11-08,
2022-11-09,
2022-11-10,
2022-11-11,
2022-11-14,
2022-11-15,
2022-11-16,
2022-11-17,
2022-11-18,
2022-11-21,
2022-11-22,
2022-11-23,
2022-11-25,
2022-11-28,
2022-11-29,
2022-11-30,
2022-12-01,
2022-12-02,
2022-12-05,
2022-12-06,
2022-12-07,
2022-12-08,
2022-12-09,
2022-12-12,
2022-12-13,
2022-12-14,
2022-12-15,
2022-12-16,
2022-12-19,
2022-12-20,
2022-12-21,
2022-12-22,
2022-12-23,
2022-12-27,
2022-12-28,
2022-12-29,
2022-12-30,
2023-01-03,
2023-01-04,
2023-01-05,
2023-01-06,
2023-01-09,
2023-01-10,
2023-01-11,
2023-01-12,
2023-01-13,
2023-01-17,
2023-01-18,
2023-01-19,
2023-01-20,
2023-01-23,
2023-01-24,
2023-01-25,
2023-01-26,
2023-01-27,
2023-01-30,
2023-01-31,
2023-02-01,
2023-02-02,
2023-02-03,
2023-02-06,
2023-02-07,
2023-02-08,
2023-02-09,
2023-02-10,
2023-02-13,
2023-02-14,
2023-02-15,
2023-02-16,
2023-02-17,
2023-02-21,
2023-02-22,
2023-02-23,
2023-02-24,
2023-02-27,
2023-02-28,
2023-03-01,
2023-03-02,
2023-03-03,
2023-03-06,
2023-03-07,
2023-03-08,
2023-03-09,
2023-03-10,
2023-03-13,
2023-03-14,
2023-03-15,
2023-03-16,
2023-03-17,
2023-03-20,
2023-03-21,
2023-03-22,
2023-03-23,
2023-03-24,
2023-03-27,
2023-03-28,
2023-03-29,
2023-03-30,
2023-03-31,
2023-04-03,
2023-04-04,
2023-04-05,
2023-04-06,
2023-04-10,
2023-04-11,
2023-04-12,
2023-04-13,
2023-04-14,
2023-04-17,
2023-04-18,
2023-04-19,
2023-04-20,
2023-04-21,
2023-04-24,
2023-04-25,
2023-04-26,
2023-04-27,
2023-04-28,
2023-05-01,
2023-05-02,
2023-05-03,
2023-05-04,
2023-05-05,
2023-05-08,
2023-05-09,
2023-05-10,
2023-05-11,
2023-05-12,
2023-05-15,
2023-05-16,
2023-05-17,
2023-05-18,
2023-05-19,
2023-05-22,
2023-05-23,
2023-05-24,
2023-05-25,
2023-05-26,
2023-05-30,
2023-05-31,
2023-06-01,
2023-06-02,
2023-06-05,
2023-06-06,
2023-06-07,
2023-06-08,
2023-06-09,
2023-06-12,
2023-06-13,
2023-06-14,
2023-06-15,
2023-06-16,
2023-06-20,
2023-06-21,
2023-06-22,
2023-06-23,
2023-06-26,
2023-06-27,
2023-06-28,
2023-06-29,
2023-06-30,
2023-07-03,
2023-07-05,
2023-07-06,
2023-07-07,
2023-07-10,
2023-07-11,
2023-07-12,
2023-07-13,
2023-07-14,
2023-07-17,
2023-07-18,
2023-07-19,
2023-07-20,
2023-07-21,
2023-07-24,
2023-07-25,
2023-07-26,
2023-07-27,
2023-07-28,
2023-07-31,
2023-08-01,
2023-08-02,
2023-08-03,
2023-08-04,
2023-08-07,
2023-08-08,
2023-08-09,
2023-08-10,
2023-08-11,
2023-08-14,
2023-08-15,
2023-08-16,
2023-08-17,
2023-08-18,
2023-08-21,
2023-08-22,
2023-08-23,
2023-08-24,
2023-08-25,
2023-08-28,
2023-08-29,
2023-08-30,
2023-08-31,
2023-09-01,
2023-09-05,
2023-09-06,
2023-09-07,
2023-09-08,
2023-09-11,
2023-09-12,
2023-09-13,
2023-09-14,
2023-09-15,
2023-09-18,
2023-09-19,
2023-09-20,
2023-09-21,
2023-09-22,
2023-09-25,
2023-09-26,
2023-09-27,
2023-09-28,
2023-09-29,
2023-10-02,
2023-10-03,
2023-10-04,
2023-10-05,
2023-10-06,
2023-10-09,
2023-10-10,
2023-10-11,
2023-10-12,
2023-10-13,
2023-10-16,
2023-10-17,
2023-10-18,
2023-10-19,
2023-10-20,
2023-10-23,
2023-10-24,
2023-10-25,
2023-10-26,
2023-10-27,
2023-10-30,
2023-10-31,
2023-11-01,
2023-11-02,
2023-11-03,
2023-11-06,
2023-11-07,
2023-11-08,
2023-11-09,
2023-11-10,
2023-11-13,
2023-11-14,
2023-11-15,
2023-11-16,
2023-11-17,
2023-11-20,
2023-11-21,
2023-11-22,
2023-11-24,
2023-11-27,
2023-11-28,
2023-11-29,
2023-11-30,
2023-12-01,
2023-12-04,
2023-12-05,
2023-12-06,
2023-12-07,
2023-12-08,
2023-12-11,
2023-12-12,
2023-12-13,
2023-12-14,
2023-12-15,
2023-12-18,
2023-12-19,
2023-12-20,
2023-12-21,
2023-12-22,
2023-12-26,
2023-12-27,
2023-12-28,
2023-12-29,
2024-01-02,
2024-01-03,
2024-01-04,
2024-01-05,
2024-01-08,
2024-01-09,
2024-01-10,
2024-01-11,
2024-01-12,
2024-01-16,
2024-01-17,
2024-01-18,
2024-01-19,
2024-01-22,
2024-01-23,
2024-01-24,
2024-01-25,
2024-01-26,
2024-01-29,
2024-01-30,
2024-01-31,
2024-02-01,
2024-02-02,
2024-02-05,
2024-02-06,
2024-02-07,
2024-02-08,
2024-02-09,
2024-02-12,
2024-02-13,
2024-02-14,
2024-02-15,
2024-02-16,
2024-02-20,
2024-02-21,
2024-02-22,
2024-02-23,
2024-02-26,
2024-02-27,
2024-02-28,
2024-02-29,
2024-03-01,
2024-03-04,
2024-03-05,
2024-03-06,
2024-03-07,
2024-03-08,
2024-03-11,
2024-03-12,
2024-03-13,
2024-03-14,
2024-03-15,
2024-03-18,
2024-03-19,
2024-03-20,
2024-03-21,
2024-03-22,
2024-03-25,
2024-03-26,
2024-03-27,
2024-03-28,
2024-04-01,
2024-04-02,
2024-04-03,
2024-04-04,
2024-04-05,
2024-04-08,
2024-04-09,
2024-04-10,
2024-04-11,
2024-04-12,
2024-04-15,
2024-04-16,
2024-04-17,
2024-04-18,
2024-04-19,
2024-04-22,
2024-04-23,
2024-04-24,
2024-04-25,
2024-04-26,
2024-04-29,
2024-04-30,
2024-05-01,
2024-05-02,
2024-05-03,
2024-05-06,
2024-05-07,
2024-05-08,
2024-05-09,
2024-05-10,
2024-05-13,
2024-05-14,
2024-05-15,
2024-05-16,
2024-05-17,
2024-05-20,
2024-05-21,
2024-05-22,
2024-05-23,
2024-05-24,
2024-05-28,
2024-05-29,
2024-05-30,
2024-05-31,
2024-06-03,
2024-06-04,
2024-06-05,
2024-06-06,
2024-06-07,
2024-06-10,
2024-06-11,
2024-06-12,
2024-06-13,
2024-06-14,
2024-06-17,
2024-06-18,
2024-06-20,
2024-06-21,
2024-06-24,
2024-06-25,
2024-06-26,
2024-06-27,
2024-06-28,
2024-07-01,
2024-07-02,
2024-07-03,
2024-07-05,
2024-07-08,
2024-07-09,
2024-07-10,
2024-07-11,
2024-07-12,
2024-07-15,
2024-07-16,
2024-07-17,
2024-07-18,
2024-07-19,
2024-07-22,
2024-07-23,
2024-07-24,
2024-07-25,
2024-07-26,
2024-07-29,
2024-07-30,
2024-07-31,
2024-08-01,
2024-08-02,
2024-08-05,
2024-08-06,
2024-08-07,
2024-08-08,
2024-08-09,
2024-08-12,
2024-08-13,
2024-08-14,
2024-08-15,
2024-08-16,
2024-08-19,
2024-08-20,
2024-08-21,
2024-08-22,
2024-08-23,
2024-08-26,
2024-08-27,
2024-08-28,
2024-08-29,
2024-08-30,
2024-09-03,
2024-09-04,
2024-09-05,
2024-09-06,
2024-09-09,
2024-09-10,
2024-09-11,
2024-09-12,
2024-09-13,
2024-09-16,
2024-09-17,
2024-09-18,
2024-09-19,
2024-09-20,
2024-09-23,
2024-09-24,
2024-09-25,
2024-09-26,
2024-09-27,
2024-09-30,
2024-10-01,
2024-10-02,
2024-10-03,
2024-10-04,
2024-10-07,
2024-10-08,
2024-10-09,
2024-10-10,
2024-10-11,
2024-10-14,
2024-10-15,
2024-10-16,
2024-10-17,
2024-10-18,
2024-10-21,
2024-10-22,
2024-10-23,
2024-10-24,
2024-10-25,
2024-10-28,
2024-10-29,
2024-10-30,
2024-10-31,
2024-11-01,
2024-11-04,
2024-11-05,
2024-11-06,
2024-11-07,
2024-11-08,
2024-11-11,
2024-11-12,
2024-11-13,
2024-11-14,
2024-11-15,
2024-11-18,
2024-11-19,
2024-11-20,
2024-11-21,
2024-11-22,
2024-11-25,
2024-11-26,
2024-11-27,
2024-11-29,
2024-12-02,
2024-12-03,
2024-12-04,
2024-12-05,
2024-12-06,
2024-12-09,
2024-12-10,
2024-12-11,
2024-12-12,
2024-12-13,
2024-12-16,
2024-12-17,
2024-12-18,
2024-12-19,
2024-12-20,
2024-12-23,
2024-12-24,
2024-12-26,
2024-12-27,
2024-12-30,
